Name,에너지,에너지,에너지,에너지,에너지,에너지,에너지,에너지,에너지,에너지,소재,소재,소재,소재,소재,소재,소재,소재,소재,소재,산업재,산업재,산업재,산업재,산업재,산업재,산업재,산업재,산업재,산업재,경기관련소비재,경기관련소비재,경기관련소비재,경기관련소비재,경기관련소비재,경기관련소비재,경기관련소비재,경기관련소비재,경기관련소비재,경기관련소비재,필수소비재,필수소비재,필수소비재,필수소비재,필수소비재,필수소비재,필수소비재,필수소비재,필수소비재,필수소비재,건강관리,건강관리,건강관리,건강관리,건강관리,건강관리,건강관리,건강관리,건강관리,건강관리,금융,금융,금융,금융,금융,금융,금융,금융,금융,금융,IT,IT,IT,IT,IT,IT,IT,IT,IT,IT,커뮤니케이션서비스,커뮤니케이션서비스,커뮤니케이션서비스,커뮤니케이션서비스,커뮤니케이션서비스,커뮤니케이션서비스,커뮤니케이션서비스,커뮤니케이션서비스,커뮤니케이션서비스,커뮤니케이션서비스,유틸리티,유틸리티,유틸리티,유틸리티,유틸리티,유틸리티,유틸리티,유틸리티,유틸리티,유틸리티
D A T E,종가지수,시가총액,거래대금,P/E(Fwd.12M),P/E(FY0),차입공매도금액,"EPS(Fwd.12M, 지배)",개인 순매수대금(일간),외국인총합계순매수대금(일간),기관 순매수대금(일간),종가지수,시가총액,거래대금,P/E(Fwd.12M),P/E(FY0),차입공매도금액,"EPS(Fwd.12M, 지배)",개인 순매수대금(일간),외국인총합계순매수대금(일간),기관 순매수대금(일간),종가지수,시가총액,거래대금,P/E(Fwd.12M),P/E(FY0),차입공매도금액,"EPS(Fwd.12M, 지배)",개인 순매수대금(일간),외국인총합계순매수대금(일간),기관 순매수대금(일간),종가지수,시가총액,거래대금,P/E(Fwd.12M),P/E(FY0),차입공매도금액,"EPS(Fwd.12M, 지배)",개인 순매수대금(일간),외국인총합계순매수대금(일간),기관 순매수대금(일간),종가지수,시가총액,거래대금,P/E(Fwd.12M),P/E(FY0),차입공매도금액,"EPS(Fwd.12M, 지배)",개인 순매수대금(일간),외국인총합계순매수대금(일간),기관 순매수대금(일간),종가지수,시가총액,거래대금,P/E(Fwd.12M),P/E(FY0),차입공매도금액,"EPS(Fwd.12M, 지배)",개인 순매수대금(일간),외국인총합계순매수대금(일간),기관 순매수대금(일간),종가지수,시가총액,거래대금,P/E(Fwd.12M),P/E(FY0),차입공매도금액,"EPS(Fwd.12M, 지배)",개인 순매수대금(일간),외국인총합계순매수대금(일간),기관 순매수대금(일간),종가지수,시가총액,거래대금,P/E(Fwd.12M),P/E(FY0),차입공매도금액,"EPS(Fwd.12M, 지배)",개인 순매수대금(일간),외국인총합계순매수대금(일간),기관 순매수대금(일간),종가지수,시가총액,거래대금,P/E(Fwd.12M),P/E(FY0),차입공매도금액,"EPS(Fwd.12M, 지배)",개인 순매수대금(일간),외국인총합계순매수대금(일간),기관 순매수대금(일간),종가지수,시가총액,거래대금,P/E(Fwd.12M),P/E(FY0),차입공매도금액,"EPS(Fwd.12M, 지배)",개인 순매수대금(일간),외국인총합계순매수대금(일간),기관 순매수대금(일간)
2008-12-30,"2,295.91","22,023,182.03","200,463.15",6.58,7.9,,"10,757","-35,131.94","2,050.39","33,081.55","2,136.62","76,011,735.87","535,825.15",6.5,9.51,634.53,"7,737","-115,325.09","31,333.96","83,991.12","2,067.47","110,231,354.30","1,337,090.99",7.44,10.23,,"4,970","-125,142.06","45,024.91","80,117.15","1,226.21","73,948,960.12","388,838.73",7.44,11.68,,"5,515","-56,362.81","25,307.52","31,055.29","2,867.09","31,116,702.97","137,367.20",11.69,16.26,,"8,010","-12,676.66","3,008.60","9,668.06","1,182.95","14,393,547.36","131,970.48",13.73,26.04,0.05,"6,212","-14,669.55",900.81,"13,768.74","1,099.94","83,699,947.62","465,293.96",7.64,5.46,182.68,"2,272","-52,298.97","25,787.05","26,511.92",516.66,"130,771,168.04","930,904.23",14.24,12.32,408.62,"4,711","-95,325.24","50,385.54","44,939.70",264.54,"39,868,297.80","118,976.21",11.28,12.41,287.42,"2,972","-10,344.40","2,205.04","8,139.36",959.87,"27,779,895.72","94,010.84",55.29,11.78,,637,"2,496.55","10,765.99","-13,262.54"
2009-01-02,"2,423.61","23,158,012.93","119,849.92",6.88,8.31,219.58,"10,815","-27,660.98","2,982.79","24,678.19","2,215.28","78,716,307.54","515,397.66",6.81,9.83,532.08,"7,646","-60,502.22","15,731.28","44,770.94","2,183.83","115,884,534.39","1,675,880.30",7.93,10.77,224.09,"5,014","-94,786.23","15,031.21","79,755.02","1,244.77","74,884,557.14","373,046.68",7.64,11.79,640.78,"5,493","-3,744.92","4,459.27",-714.35,"2,857.53","30,846,011.87","140,556.67",11.57,16.08,,"8,179","22,955.84","2,274.84","-25,230.68","1,186.41","14,429,390.25","103,958.32",13.38,25.87,,"5,568","3,771.10","1,047.88","-4,818.98","1,119.60","85,275,210.40","752,863.40",7.66,5.57,581.66,"2,138","50,081.86","8,799.40","-58,881.25",537.43,"136,225,804","915,462.78",14.49,12.86,1.54,"4,635","-70,476.94","8,798.34","61,678.60",268.28,"40,249,106","189,344.87",11.08,12.53,3.98,"2,963","2,500.61","5,509.90","-8,010.52",964.21,"27,888,940.73","80,646.27",31.23,11.82,60.2,"1,120","11,036.47","4,124.51","-15,160.99"
2009-01-05,"2,452.01","23,383,888.20","170,312.06",6.88,8.4,312.51,"10,815",-345.91,"4,501.08","-4,155.17","2,251.89","79,962,494.64","702,446.22",6.81,9.98,551.31,"7,646","-60,253.08","42,193.45","18,059.64","2,198.29","116,530,611.61","1,753,859.77",7.93,10.83,2.11,"5,014","-159,912.84","84,781.40","75,131.44","1,252.17","75,175,686.02","555,826.41",7.64,11.84,882.13,"5,493","7,792.12","30,792.11","-38,584.23","2,784.73","30,119,678.20","175,388.14",11.57,15.67,,"8,179","62,278.69","-21,702.73","-40,575.96","1,171.58","14,284,557.85","153,733.66",13.38,25.61,,"5,568","19,442.54","-2,067.88","-17,374.66","1,191.85","90,368,396.71","1,255,456.38",7.66,5.83,380.36,"2,138","-46,605.28","27,696.69","18,908.59",543.77,"137,980,547.13","1,354,247.16",14.49,13.03,"2,199.76","4,635","-132,172.70","153,940.24","-21,767.54",266.93,"40,058,666","253,397.10",11.08,12.47,,"2,963","49,079.79","-11,649.08","-37,430.71",980.55,"28,339,384.95","100,293.22",31.23,12.01,,"1,120",233.59,"25,931.04","-26,164.63"
2009-01-06,"2,470.69","23,560,054.17","139,010.16",6.88,8.46,107.8,"10,815","-6,212.90","17,932.76","-11,719.86","2,288.14","81,317,951.80","826,235.95",6.81,10.15,777.74,"7,646","-101,559.35","55,134.32","46,425.03","2,241.65","119,051,928.80","1,921,204.46",7.93,11.06,50.79,"5,014","-164,671.36","84,152.27","80,519.09","1,262","75,731,367.22","608,146.67",7.64,11.92,466.21,"5,493","-68,885.07","24,739.88","44,145.18","2,787.89","30,293,478.47","175,733.07",11.57,15.78,,"8,179","22,378.17","-17,543.42","-4,834.75","1,178.26","14,368,246.20","162,547.88",13.38,25.76,,"5,568","5,231.77","-3,141.56","-2,090.21","1,203.94","91,332,398.42","956,205.76",7.66,5.87,124.76,"2,138","-87,004.70","40,041.69","46,963.01",563.1,"142,855,699.31","1,807,628.84",14.49,13.49,997.16,"4,635","-400,582.28","196,528.64","204,053.64",267.44,"40,155,451.81","236,355.39",11.08,12.5,172.26,"2,963","43,669.14","-33,253.94","-10,415.20","1,000.88","28,909,638.08","149,222.06",31.23,12.26,124.8,"1,120","-4,357.97","12,745.96","-8,387.99"
2009-01-07,"2,509.79","23,944,303.21","163,290.81",6.88,8.6,,"10,815","-1,453.27","40,349.31","-38,896.04","2,382.63","84,451,093.80","952,888.49",6.81,10.54,"1,272.74","7,646","-105,435.21","108,796.91","-3,361.70","2,323.36","123,523,969.34","3,055,819.58",7.93,11.48,186.29,"5,014","-275,833.62","114,797.88","161,035.74","1,291.32","77,391,429.09","830,335.75",7.64,12.18,"1,873.07","5,493","-66,287.25","59,818.99","6,468.26","2,754.50","29,960,451.94","290,920.38",11.57,15.67,,"8,179","129,523.37","-47,941.70","-81,581.67","1,202.82","14,670,769.03","240,190.20",13.38,26.3,,"5,568","13,159.37","-6,170.44","-6,988.92","1,237.60","94,502,692.85","1,324,722.91",7.66,6.11,374.79,"2,138","-106,803.44","50,844.25","55,959.20",586.3,"148,506,903.52","1,792,975.83",14.49,14.02,"4,247.59","4,635","-303,652.45","240,175.29","63,477.16",263.92,"39,616,833.73","331,905.11",11.08,12.33,,"2,963","80,863.40","-18,377.71","-62,485.69","1,011.86","29,229,221.52","156,444.25",31.23,12.39,,"1,120","8,348.10","30,699.98","-39,048.08"
2009-01-08,"2,395.51","22,906,174.23","165,420.94",6.88,8.22,493.29,"10,815","31,525.35","-5,088.60","-26,436.75","2,316.89","82,409,083.84","845,429.18",6.81,10.28,426.42,"7,646","25,874.65","-17,787.55","-8,087.10","2,306.43","122,742,255.68","2,191,411.90",7.93,11.41,817.43,"5,014","49,977.16","-22,075.67","-27,901.48","1,258.45","75,542,387.12","739,097.66",7.64,11.89,"1,112.90","5,493","69,555.27","-35,877.21","-33,678.06","2,748.70","29,812,192.42","186,048.65",11.57,15.57,,"8,179","22,661.47","6,661.28","-29,322.75","1,200.92","14,606,999.39","167,392.83",13.38,26.19,,"5,568","1,501.59","-5,489.69","3,988.10","1,212.71","93,120,961.83","984,609.70",7.66,6.06,"1,934.12","2,138","42,757.42","-49,223.81","6,466.39",574.39,"145,427,304.45","1,523,233.95",14.49,13.73,"1,270.29","4,635","-83,631.56","-19,438.25","103,069.81",262.51,"39,416,971.50","296,019",11.08,12.27,,"2,963","10,075.14","15,126.50","-25,201.64",986.29,"28,530,843.97","101,787.36",31.23,12.1,,"1,120","5,730.78","3,184.42","-8,915.19"
2009-01-09,"2,356.86","22,544,294.44","159,686.99",6.65,8.09,,"10,847","18,981.54","-4,265.83","-14,715.70","2,254.27","80,510,766.92","807,105.71",6.92,10.04,436.05,"7,652","60,067.25","12,429.91","-72,497.16","2,268.10","120,784,977.48","1,961,813.90",8.2,11.22,,"5,033","-25,559.92","-42,848.10","68,408.02","1,249.31","75,044,577.83","652,644.68",7.67,11.81,"1,311.10","5,441","16,063.04","-6,747.03","-9,316.01","2,788.04","30,142,216.43","190,469.07",11.24,15.75,,"8,149","-3,066.02","24,333.13","-21,267.11","1,199","14,601,407.92","265,453.39",13.23,26.18,,"5,567","7,544.40","4,598.36","-12,142.76","1,168.07","89,844,581.90","1,058,643.05",8.17,5.84,141.25,"2,116","123,561.79","-43,367.24","-80,194.55",560.74,"142,094,139.30","1,291,830.09",15.93,13.42,"1,608.65","4,391","31,390.98","-25,433.91","-5,957.07",263.58,"39,631,855.40","206,105.23",10.95,12.34,,"2,952","-3,311.66","9,882.92","-6,571.26",954.16,"27,604,834.96","104,583.48",32.86,11.7,,"1,053","24,125.82","-19,910.45","-4,215.37"
2009-01-12,"2,317.69","22,159,202.57","106,336.50",6.65,7.96,298.5,"10,847","1,804.96","-12,084.49","10,279.53","2,194.18","78,437,806.89","726,626.39",6.92,9.78,281.1,"7,652","78,989.31","-9,800.24","-69,189.07","2,164.65","115,419,112.49","1,537,870.62",8.2,10.72,149.23,"5,033","79,745.40","-34,415.12","-45,330.27","1,230.19","73,930,531.54","507,107.48",7.67,11.64,"1,813.92","5,441","13,125.79","-7,230.52","-5,895.26","2,785.68","30,099,578.97","165,304.86",11.24,15.74,,"8,149","-13,980.50","5,083.92","8,896.58","1,173.83","14,333,911.26","124,247.90",13.23,25.7,,"5,567","2,621.92","-2,536.25",-85.66,"1,135.84","87,557,538.53","637,799.67",8.17,5.7,969.35,"2,116","49,757.75","-21,641.88","-28,115.87",553.29,"140,180,335.06","1,012,130.37",15.93,13.23,"1,817.41","4,391","28,967.14","-14,569.96","-14,397.17",265.07,"39,849,797.13","258,495.27",10.95,12.41,3.24,"2,952","-6,617.31","-16,453.18","23,070.48",957.11,"27,706,205.91","88,908.62",32.86,11.75,,"1,053","-3,334.86","-4,097.32","7,432.18"
2009-01-13,"2,350.01","22,432,938.25","95,895.13",6.65,8.05,592.59,"10,847","6,340.02","6,060.36","-12,400.38","2,192.91","78,464,942.47","698,257.42",6.92,9.78,"2,268.88","7,652","54,259.29","-13,303.51","-40,955.78","2,210.50","117,730,791.49","1,507,516.05",8.2,10.94,363.63,"5,033","57,147.84","21,674.99","-78,822.83","1,228.53","73,807,784.65","604,200.23",7.67,11.62,853.67,"5,441","67,367.23","-47,050.54","-20,316.70","2,807.79","30,242,430.24","174,058.08",11.24,15.82,107.33,"8,149","-16,488.03","-6,017.50","22,505.53","1,193.74","14,535,685.88","141,504.86",13.23,26.06,,"5,567","-5,541.07","6,442.40",-901.33,"1,165.40","89,763,326.36","703,568.70",8.17,5.84,316.8,"2,116","10,983.95","5,575.53","-16,559.48",557.77,"141,364,813.07","1,172,033.58",15.93,13.35,"1,685.28","4,391","76,606.07","13,787.09","-90,393.16",265.45,"39,866,733.40","184,798.90",10.95,12.41,,"2,952","-34,182.44","33,133","1,049.44",951.92,"27,547,122.61","101,015.05",32.86,11.68,,"1,053","2,988.43","3,825.23","-6,813.66"
2009-01-14,"2,387.88","22,745,126.44","111,206.29",6.65,8.17,,"10,847","-9,479.13","4,297.46","5,181.67","2,215.89","79,332,540.63","672,387.73",6.92,9.89,11.31,"7,652","63,736.88","-23,900.99","-39,835.89","2,246.53","119,822,916.87","1,530,097.39",8.2,11.13,158.5,"5,033","9,928.07","-10,589.34",661.27,"1,251.89","75,126,821.93","611,575.51",7.67,11.83,716.25,"5,441","-2,080.23","-9,662.46","11,742.68","2,864.37","30,756,497.16","192,482.57",11.24,16.08,33.46,"8,149","-32,502.68","34,937.59","-2,434.91","1,208.84","14,720,872.43","172,616.91",13.23,26.39,,"5,567","-8,974.58","4,377.55","4,597.03","1,204.19","92,405,251.19","712,291.79",8.17,5.99,192.15,"2,116","-68,269.84","32,733.11","35,536.73",561.31,"142,516,000.27","1,173,019.17",15.93,13.45,685.13,"4,391","46,208.09","-28,656.75","-17,551.34",266.37,"39,969,127.27","131,032.82",10.95,12.44,,"2,952","-18,693.14","7,904.70","10,788.43",941.52,"27,273,594.22","111,735.47",32.86,11.56,,"1,053","8,996.59","3,702.47","-12,699.06"
2009-01-15,"2,259.62","21,602,427.40","132,230.49",6.65,7.76,503.85,"10,847","16,375.24",352.36,"-16,727.60","2,085.40","74,685,088.12","741,808.72",6.92,9.31,732.86,"7,652","80,355","-43,311.08","-37,043.92","2,078.52","110,708,814.52","1,733,831.17",8.2,10.29,"3,139.06","5,033","160,846.47","-100,317.41","-60,529.06","1,176.84","70,750,652.70","702,733.91",7.67,11.14,"2,819.48","5,441","63,339.64","-32,018.04","-31,321.60","2,755.22","29,517,065.68","169,845.68",11.24,15.41,,"8,149","-1,051.45","15,768.40","-14,716.94","1,171.03","14,364,719.65","255,653.99",13.23,25.76,,"5,567","-7,610.85","1,323.68","6,287.17","1,114.96","85,575,799.18","832,291.94",8.17,5.56,"2,151.64","2,116","125,726.90","-37,001.71","-88,725.18",526.32,"133,480,554.34","1,308,749.66",15.93,12.6,"1,535.67","4,391","137,533.96","-49,302.62","-88,231.34",263.15,"39,291,476.74","196,448.42",10.95,12.23,"3,748.06","2,952","-22,399.71","47,571.80","-25,172.09",888.57,"25,766,894.94","108,646.35",32.86,10.92,,"1,053","13,525.70","-7,074.03","-6,451.67"
2009-01-16,"2,294.64","21,928,340.96","101,423.61",6.43,7.87,,"10,911","12,888.03","-22,418.25","9,530.22","2,121.84","76,169,288.58","796,528.57",7.08,9.49,283.66,"7,084","41,445.13","-79,022.48","37,577.35","2,126","113,304,103.64","1,376,603.60",7.75,10.53,408.4,"4,996","164,250.79","-112,172.77","-52,078.02","1,192.93","71,609,641.58","559,653.76",7.46,11.27,,"5,321","39,690.35","-37,103.81","-2,586.54","2,776.68","29,798,939.98","130,560.06",11.1,15.57,,"8,196","-1,063.76","-13,059.30","14,123.06","1,206.66","14,892,637.36","284,860.74",12.39,26.63,,"6,312","-13,038.31","3,161.13","9,877.17","1,136.20","87,444,670.13","729,032.84",7.99,5.7,378.26,"2,110","59,907.32","-47,060.35","-12,846.97",542.24,"137,601,025.03","1,120,121.47",16.21,12.99,"1,270.57","4,165","-22,292.46","-56,333.67","78,626.13",270.44,"40,339,355.08","180,190.21",11.25,12.56,427.5,"2,925","-55,936.89","49,064.46","6,872.43",910.52,"26,394,655.02","94,354.45",27.88,11.19,,"1,185","-1,144.31","-7,223.08","8,367.40"
2009-01-19,"2,296.45","21,933,745.73","118,865.93",6.43,7.87,,"10,911","17,762.76","-3,044.45","-14,718.31","2,141.79","76,926,962.93","702,618.13",7.08,9.58,190.61,"7,084","7,500.30","-10,880.35","3,380.04","2,169.16","115,757,689.18","1,779,816.70",7.75,10.75,,"4,996","-1,529.52","42,327.95","-40,798.43","1,211.66","72,894,470.95","434,346.77",7.46,11.48,69.85,"5,321","1,015.39","15,927.85","-16,943.24","2,801.54","30,092,557.40","133,365.09",11.1,15.71,,"8,196","-5,195.59","20,413.05","-15,217.46","1,227.31","15,139,053.79","238,073.88",12.39,27.07,,"6,312","-4,441.18","3,366.33","1,074.86","1,137.95","87,625,329.04","646,215.34",7.99,5.71,20.67,"2,110","8,634.79","37,519.61","-46,154.40",556.3,"141,383,919.60","1,578,605.33",16.21,13.35,"1,882.11","4,165","-186,792.60","45,859.94","140,932.66",267.47,"39,936,463.89","152,487.10",11.25,12.43,,"2,925","7,765.11","13,011.79","-20,776.90",923.63,"26,782,622.22","88,571.16",27.88,11.35,,"1,185","-5,283.63","11,294.85","-6,011.22"
2009-01-20,"2,228.55","21,314,562.45","101,523.43",6.43,7.65,,"10,911","18,406.33","-8,845.51","-9,560.82","2,108.97","75,802,670.69","594,840.80",7.08,9.44,344.75,"7,084","15,733.87","-4,232.75","-11,501.12","2,134.27","113,815,507.05","1,589,766.56",7.75,10.57,,"4,996",257.27,"-27,334.04","27,076.77","1,186.87","71,588,511.59","428,149.54",7.46,11.27,"2,010.83","5,321","21,244.47","2,248.01","-23,492.48","2,752.63","29,572,187.14","91,952.65",11.1,15.44,,"8,196","1,624.52","2,096.89","-3,721.41","1,210.59","14,941,168.25","214,371.74",12.39,26.72,,"6,312","-4,266.14","1,431.01","2,835.13","1,095.85","84,625,766.55","540,355.59",7.99,5.53,842.32,"2,110","127,464.23","-35,236.31","-92,227.92",544.03,"138,296,031.13","1,331,618.54",16.21,13.06,"1,771.47","4,165","5,709.83","-11,169.26","5,459.44",266.37,"39,832,387.33","153,472.13",11.25,12.4,9.47,"2,925","-20,549.25","5,724.40","14,824.85",899.31,"26,095,228.60","73,550.78",27.88,11.06,,"1,185","7,948.46",-850.97,"-7,097.49"
2009-01-21,"2,198.09","21,047,318.04","100,275.36",6.43,7.56,,"10,911",881.89,"-1,785.69",903.8,"2,054.61","74,001,244.56","627,495.52",7.08,9.21,72.92,"7,084","27,428.71","-17,260.07","-10,168.65","2,081.72","111,147,885.95","1,605,444.52",7.75,10.33,,"4,996","108,636.88","-79,890.06","-28,746.82","1,174.95","70,733,495.94","503,601.76",7.46,11.13,861.61,"5,321","22,983.11","-31,365.49","8,382.38","2,719.47","29,207,500.44","105,232.10",11.1,15.25,,"8,196","-5,233.69","7,099.19","-1,865.51","1,193.98","14,746,790.41","177,762.39",12.39,26.37,,"6,312","-14,370.64","2,551.98","11,818.66","1,056.69","81,825,608.80","614,866.20",7.99,5.36,801.41,"2,110","83,243.50","-72,167.08","-11,076.42",529.14,"134,616,374.48","1,162,184.47",16.21,12.71,432.51,"4,165","80,709.74","-62,851.75","-17,858",272.34,"40,768,519.54","305,400.05",11.25,12.69,"1,921.54","2,925","-36,625.62","1,134.99","35,490.63",870.84,"25,291,609.71","80,484.65",27.88,10.72,,"1,185","7,291.67","-15,700.04","8,408.37"
2009-01-22,"2,249.46","21,561,871.71","145,438.34",6.43,7.74,,"10,911","-8,591.26","-41,248.23","49,839.50","2,091.74","75,413,831.61","746,503.16",7.08,9.39,2.85,"7,084","21,846.55","-10,771.77","-11,074.77","2,086.86","111,554,694.15","1,417,378.71",7.75,10.36,78.13,"4,996","69,271.82","-29,645.29","-39,626.53","1,185.68","71,538,227.80","621,618.87",7.46,11.26,622.85,"5,321","7,014.99","-1,326.38","-5,688.61","2,750.04","29,533,065.19","126,036.40",11.1,15.44,,"8,196","-2,108.42","6,851.12","-4,742.71","1,198.54","14,794,366.65","166,445.10",12.39,26.45,,"6,312","3,804.55","-3,370.25",-434.3,"1,085.97","83,845,407.58","666,375.75",7.99,5.48,170.53,"2,110","15,859.87","5,362.96","-21,222.84",533.62,"135,579,406.16","1,214,055.04",16.21,12.8,"1,685.06","4,165","83,919.87","12,240.68","-96,160.54",272.75,"40,818,975.68","222,692.39",11.25,12.71,,"2,925","-12,014.26","-3,266.09","15,280.35",893.69,"25,938,171.37","94,084.05",27.88,11,,"1,185","1,600.73","-3,596.38","1,995.65"
2009-01-23,"2,227.64","21,361,633.82","126,459.39",6.5,7.67,,"10,550","-8,728.56","-25,700.25","34,428.80","2,039.74","73,590,944","642,369.85",7,9.16,285.83,"6,926","23,758.31","-15,552.33","-8,205.98","2,040.70","109,458,714.95","1,109,823.27",7.55,10.17,"2,273.31","4,957","45,892.92","-33,739.35","-12,153.57","1,174.41","70,854,914.35","457,375.57",7.85,11.15,"1,099.63","5,012","-22,359.78","-4,279.89","26,639.67","2,783.70","29,804,203.57","112,357.18",11.11,15.59,291.77,"8,171","-9,779.62","23,241.05","-13,461.42","1,182.11","14,592,611.69","143,455.31",12.49,26.09,,"6,218","-3,872.60","1,013.74","2,858.86","1,055.28","81,855,147.18","556,959.40",7.53,5.37,"1,715.25","2,088","39,393.81","-8,570.17","-30,823.64",513.57,"130,777,624.32","1,296,172.74",17.29,12.33,901.99,"3,696","226,063.09","-99,896.04","-126,167.04",269.88,"40,395,120.11","137,387.27",11.41,12.58,14.74,"2,888","-12,531.74","13,066.23",-534.49,884.45,"25,680,878.36","103,605.69",28.09,10.89,,"1,144",305.35,"-6,485.46","6,180.11"
2009-01-28,"2,330.24","22,268,723.65","114,721.29",6.5,8,,"10,550","-28,179.50",834.32,"27,345.18","2,148.82","77,246,186.49","596,861.32",7,9.62,378.65,"6,926","-23,829.28","-36,509.66","60,338.95","2,161.78","115,482,941.16","1,264,895.19",7.55,10.73,54,"4,957","-164,653.03","80,142.31","84,510.72","1,237.16","74,397,486.85","543,147.77",7.85,11.71,387.15,"5,012","-116,595.92","35,049.32","81,546.60","2,810.95","30,179,561.50","118,614.98",11.11,15.79,,"8,171","-6,332.95","5,155.05","1,177.90","1,209.45","14,954,701.46","145,087.15",12.49,26.74,,"6,218","-3,801.02","1,796.75","2,004.27","1,138.49","88,195,961.51","873,274.23",7.53,5.76,87.1,"2,088","-140,673.90","-8,461.49","149,135.40",555.08,"141,066,426.64","1,787,027.12",17.29,13.3,"6,405.27","3,696","-167,762.52","-2,385.26","170,147.78",277.56,"41,460,735.89","156,969.18",11.41,12.91,545,"2,888","-35,202.81","48,791.51","-13,588.70",926.74,"26,884,950.73","83,742.35",28.09,11.4,31.19,"1,144","-8,777.03","9,414.41",-637.39
2009-01-29,"2,381.80","22,728,987.22","108,913.60",6.5,8.16,,"10,550","-34,314.13","6,351.66","27,962.48","2,167.01","77,858,441.69","720,558.39",7,9.7,,"6,926","-48,262.24","5,634.87","42,627.37","2,169.88","115,783,596.55","1,422,230.24",7.55,10.76,163.5,"4,957","-113,569.52","55,355.18","58,214.34","1,259.54","75,765,286.17","645,158.45",7.85,11.92,848.87,"5,012","-143,075.69","56,180.05","86,895.65","2,817.30","30,281,910.76","164,001.68",11.11,15.86,,"8,171","22,429.02","-10,731.71","-11,697.31","1,215.80","15,050,466.10","220,337.76",12.49,26.91,,"6,218","9,991.18","-2,377.55","-7,613.63","1,150.36","88,686,720.28","834,683.14",7.53,5.76,336.56,"2,088","-116,384.91","53,222","63,162.91",564.44,"143,280,884","1,681,201.72",17.29,13.5,"2,796.21","3,696","-260,101.44","212,895.62","47,205.82",270.78,"40,456,987.33","212,119.13",11.41,12.59,,"2,888","19,949.17","-29,355.44","9,406.28",925.6,"26,863,749.39","94,639.16",28.09,11.39,8.34,"1,144","-9,223.06","18,626.51","-9,403.45"
2009-01-30,"2,372.77","22,584,087.09","95,717.61",7.02,8.11,,"10,326","-18,471.80","-4,095.43","22,567.23","2,144.78","77,299,112.80","533,377.24",7.46,9.63,149.67,"7,024","-19,463.28","1,588.66","17,874.62","2,182.84","116,641,316.33","1,197,217.81",8.16,10.84,541.2,"4,901","-99,875.84","19,045.49","80,830.35","1,254.05","75,436,856.55","554,447.26",8.49,11.87,95.96,"4,952","-57,936.45","-21,166.33","79,102.77","2,790.23","30,068,028.63","111,965.33",11.16,15.74,,"8,163","-1,988.68","-1,250.15","3,238.84","1,224.14","15,141,858.95","168,676.50",13.23,27.08,,"5,987","-7,971.90","7,467.64",504.26,"1,157.40","89,257,655.77","654,240.53",8.22,5.79,856.73,"2,065","-26,361.39","16,786.73","9,574.66",560.65,"142,744,579.67","1,540,961.11",22.27,13.45,80.3,"3,146","-67,044.10",-688.28,"67,732.38",265.06,"39,638,949.89","154,512.24",11.52,12.34,,"2,806","31,817.51","-11,864.34","-19,953.17",909.86,"26,407,805.93","102,687.31",34.82,11.2,36.71,948,"-1,107.02","15,991.23","-14,884.21"
2009-02-02,"2,363.81","22,477,170.57","95,904.80",7.02,8.07,,"10,326","-12,796.34","13,868.87","-1,072.53","2,132.97","76,744,685.13","585,647.90",7.46,9.56,117.81,"7,024","10,248.13","31,195.17","-41,443.30","2,183.35","116,558,633.54","1,437,721.88",8.16,10.83,309.55,"4,901","-92,086.98","34,376.97","57,710.01","1,246.78","74,946,688.19","576,586.14",8.49,11.83,"1,313.67","4,952","-43,928.53","34,437.50","9,491.03","2,746.67","29,643,895.65","139,622.91",11.16,15.53,,"8,163","17,984.09","6,302.10","-24,286.19","1,219.95","15,111,865.38","169,470.28",13.23,27.02,,"5,987","1,534.72","10,194.70","-11,729.42","1,116.06","86,338,244.98","830,265.70",8.22,5.62,980.77,"2,065","137,467.53","17,871.53","-155,339.06",553.47,"141,218,811.86","1,610,284.23",22.27,13.28,"2,277.72","3,146","27,651.49","50,783.50","-78,434.99",260.74,"39,007,826.20","156,216.28",11.52,12.14,,"2,806","34,641.52","-1,582.55","-33,058.97",884.4,"25,691,586.23","122,922.08",34.82,10.89,27.28,948,"39,763.97","13,346.63","-53,110.60"
2009-02-03,"2,390.65","22,703,710.93","112,696.19",7.02,8.16,,"10,326","-7,302.87","12,857.58","-5,554.71","2,163.15","77,721,009.48","710,368.39",7.46,9.68,397.4,"7,024","-36,608.93","21,552.70","15,056.23","2,213.13","118,304,365.31","1,367,842.24",8.16,10.99,242.17,"4,901","-69,573.85","57,310.54","12,263.31","1,265.12","75,916,787.29","566,932.42",8.49,11.97,186.74,"4,952","-54,563.43","23,822","30,741.42","2,730.42","29,479,004.82","142,990.32",11.16,15.46,,"8,163","7,874.93","-7,255.98",-618.94,"1,215.38","15,122,823.43","248,942.67",13.23,27.22,,"5,987","17,592.52",-989.47,"-16,603.05","1,143.34","88,087,341.63","809,412.87",8.22,5.74,277.54,"2,065","-21,010.63","22,271.47","-1,260.84",567.31,"144,682,670.04","1,596,600.50",22.27,13.61,527.68,"3,146","-50,615.78","83,923.35","-33,307.57",260.05,"38,936,505.33","164,944.56",11.52,12.12,,"2,806","29,514.83","-4,692.60","-24,822.23",885.36,"25,736,172.62","98,147.67",34.82,10.91,5.4,948,"13,697.09","19,553.70","-33,250.79"
