Name,에너지,에너지,에너지,에너지,에너지,에너지,에너지,에너지,에너지,에너지,소재,소재,소재,소재,소재,소재,소재,소재,소재,소재,산업재,산업재,산업재,산업재,산업재,산업재,산업재,산업재,산업재,산업재,경기관련소비재,경기관련소비재,경기관련소비재,경기관련소비재,경기관련소비재,경기관련소비재,경기관련소비재,경기관련소비재,경기관련소비재,경기관련소비재,필수소비재,필수소비재,필수소비재,필수소비재,필수소비재,필수소비재,필수소비재,필수소비재,필수소비재,필수소비재,건강관리,건강관리,건강관리,건강관리,건강관리,건강관리,건강관리,건강관리,건강관리,건강관리,금융,금융,금융,금융,금융,금융,금융,금융,금융,금융,IT,IT,IT,IT,IT,IT,IT,IT,IT,IT,커뮤니케이션서비스,커뮤니케이션서비스,커뮤니케이션서비스,커뮤니케이션서비스,커뮤니케이션서비스,커뮤니케이션서비스,커뮤니케이션서비스,커뮤니케이션서비스,커뮤니케이션서비스,커뮤니케이션서비스,유틸리티,유틸리티,유틸리티,유틸리티,유틸리티,유틸리티,유틸리티,유틸리티,유틸리티,유틸리티
D A T E,종가지수,시가총액,거래대금,P/E(Fwd.12M),P/E(FY0),차입공매도금액,"EPS(Fwd.12M, 지배)",개인 순매수대금(일간),외국인총합계순매수대금(일간),기관 순매수대금(일간),종가지수,시가총액,거래대금,P/E(Fwd.12M),P/E(FY0),차입공매도금액,"EPS(Fwd.12M, 지배)",개인 순매수대금(일간),외국인총합계순매수대금(일간),기관 순매수대금(일간),종가지수,시가총액,거래대금,P/E(Fwd.12M),P/E(FY0),차입공매도금액,"EPS(Fwd.12M, 지배)",개인 순매수대금(일간),외국인총합계순매수대금(일간),기관 순매수대금(일간),종가지수,시가총액,거래대금,P/E(Fwd.12M),P/E(FY0),차입공매도금액,"EPS(Fwd.12M, 지배)",개인 순매수대금(일간),외국인총합계순매수대금(일간),기관 순매수대금(일간),종가지수,시가총액,거래대금,P/E(Fwd.12M),P/E(FY0),차입공매도금액,"EPS(Fwd.12M, 지배)",개인 순매수대금(일간),외국인총합계순매수대금(일간),기관 순매수대금(일간),종가지수,시가총액,거래대금,P/E(Fwd.12M),P/E(FY0),차입공매도금액,"EPS(Fwd.12M, 지배)",개인 순매수대금(일간),외국인총합계순매수대금(일간),기관 순매수대금(일간),종가지수,시가총액,거래대금,P/E(Fwd.12M),P/E(FY0),차입공매도금액,"EPS(Fwd.12M, 지배)",개인 순매수대금(일간),외국인총합계순매수대금(일간),기관 순매수대금(일간),종가지수,시가총액,거래대금,P/E(Fwd.12M),P/E(FY0),차입공매도금액,"EPS(Fwd.12M, 지배)",개인 순매수대금(일간),외국인총합계순매수대금(일간),기관 순매수대금(일간),종가지수,시가총액,거래대금,P/E(Fwd.12M),P/E(FY0),차입공매도금액,"EPS(Fwd.12M, 지배)",개인 순매수대금(일간),외국인총합계순매수대금(일간),기관 순매수대금(일간),종가지수,시가총액,거래대금,P/E(Fwd.12M),P/E(FY0),차입공매도금액,"EPS(Fwd.12M, 지배)",개인 순매수대금(일간),외국인총합계순매수대금(일간),기관 순매수대금(일간)
2013-06-28,"3,547.69","35,253,911.67","191,404.73",7.17,11.36,"3,252.08","15,856","-3,253.72","11,186.84","-7,551.68","2,651.93","113,916,956.65","541,443.33",10.03,13.26,"15,664.55","7,803","-47,754.59","9,566.22","37,662.46","2,065.69","149,537,240.78","734,200.37",13.13,-300.66,"30,645.30","2,921","-47,019.74","65,427.47","-19,974.31","3,549.12","231,659,774.61","1,246,016.40",8.11,8.58,"48,016.36","14,736","-178,074.24","157,616.69","21,498.03","4,419.28","57,368,743.20","251,119.90",14.37,17.02,"20,328.51","9,515","-4,291.22","-3,307.82","6,743.65","2,024.88","34,098,220.22","459,923.86",16.43,38.81,"10,599.86","7,918","4,025.27",61.72,"-3,958.43","1,375.97","139,799,895.05","470,700.90",9.32,9.06,"1,349.28","2,646","-15,026.15","37,188.73","-22,299.56","1,256.41","338,709,260.93","1,806,303.19",6.87,12.41,"51,111.48","24,404","-37,521.11","174,674.88","-128,392.55",255.4,"33,428,295.15","174,161.01",8.94,15.34,"4,843.19","3,687","-3,697.71","17,292.47","-12,901.29",901.11,"30,886,311","81,223.60",9.96,-16.08,"1,261","3,665","-12,413.24","3,537.34","8,571.09"
2013-07-01,"3,555.15","35,300,572.93","112,373.90",7.17,11.38,"2,484.48","15,856","3,810.13","-1,002.52","-2,762.20","2,649.21","113,848,638.32","338,276.77",10.03,13.23,"14,793.55","7,803","-4,368.19","-4,581.42","6,587.45","2,060.12","149,103,994.14","508,460.09",13.13,-302.68,"16,819.85","2,921","14,621.71","2,561.80","-18,177.81","3,535.78","230,898,257.31","908,607.84",8.11,8.58,"35,443.02","14,736","-5,460.74","10,108","-11,234.08","4,448.87","57,800,090.39","174,203.32",14.37,17.15,"6,171.28","9,515","-6,807.11","-2,472.64","3,688.31","2,091.83","35,223,016.30","355,598.98",16.43,39.49,"4,277.67","7,918","15,388.49","-16,208.15","-15,923.85","1,371.98","139,500,015.13","281,601.93",9.32,9.37,"1,598.97","2,646","9,636.09","-17,565.16","8,726.57","1,250.86","337,302,528.43","1,439,785.41",6.87,12.37,"42,285.17","24,404","19,050.52","18,536.15","-40,418.02",250.35,"32,780,832.18","104,914.09",8.94,15.05,"3,864.75","3,687","19,824.03","-9,416.65","-11,218.16",899.35,"30,838,198.68","49,040.05",9.96,-16.05,"1,254.06","3,665","4,491.28","-6,884.50","1,904.81"
2013-07-02,"3,553.29","35,285,237.20","105,410.93",7.17,11.37,"3,615.32","15,856","4,764.57",250.72,"-5,285.23","2,659.88","114,297,281.38","330,308.94",10.03,13.28,"14,887.53","7,803","-1,285.67","-5,642.33","7,035.28","2,078.32","150,245,909.78","639,380.44",13.13,-305,"27,170.36","2,921","-46,435.38","35,470.43","13,435.17","3,464.71","226,668,373.26","1,145,770.11",8.11,8.42,"35,250.65","14,736","47,819.43","8,399.36","-50,597.40","4,507.21","58,579,652.11","186,610.77",14.37,17.38,"10,171.14","9,515","-12,814.17","3,416.74","9,191.53","2,122.37","35,730,045.91","636,522.20",16.43,40.06,"9,671.20","7,918","-28,798.26","16,665.12","8,423.63","1,381.99","140,594,510","435,341.91",9.32,9.45,267.26,"2,646","-20,313.91","-18,327.99","42,939.79","1,247.85","336,588,429.04","1,988,601.15",6.87,12.34,"65,277.92","24,404",925.23,"14,507.44","-15,621",250.79,"32,825,495.66","73,937.68",8.94,15.07,"1,265.01","3,687",940.01,"-1,463.63",238.97,910.55,"31,234,434.32","72,088.26",9.96,-16.26,"2,422.82","3,665","-5,347.82","-6,732.78","11,374.07"
2013-07-03,"3,516.92","34,859,580.16","142,613.65",7.17,11.24,"8,001.38","15,856","13,175.29","-13,219.69",298.21,"2,606.95","111,942,554.46","468,491.45",10.03,13.01,"34,854.12","7,803","30,954.49","-40,113.87","10,921.95","2,031.64","147,040,021.52","674,071.52",13.13,-298.49,"40,242.86","2,921","52,598.18","-49,669.43",-390.88,"3,437.80","224,807,067.13","919,964.24",8.11,8.35,"25,047.90","14,736","5,884.82","16,873.36","-17,969.78","4,473.76","58,103,018.11","151,376.06",14.37,17.24,"8,254.91","9,515",633.81,"-5,513.94","5,025.86","2,106.62","35,437,108.20","447,379.43",16.43,39.75,"8,171.76","7,918","-6,887.31","-7,768","12,492.78","1,359.11","138,489,715.50","467,867.95",9.32,9.3,421.52,"2,646","20,190.61","-30,826.23","8,053.68","1,221.84","329,587,601.55","1,851,695.59",6.87,12.08,"96,367.74","24,404","155,943.88","-94,283.52","-64,452.94",249.76,"32,724,727.73","99,169.95",8.94,15.02,"2,468.63","3,687","-8,860.90","-4,309.77","13,899.43",894.08,"30,632,844.37","57,794.12",9.96,-15.94,"3,124.56","3,665","3,362.56","-5,762.17","2,170.79"
2013-07-04,"3,580.89","35,458,933.72","147,091.54",7.17,11.43,"10,360.27","15,856","-10,386.68","-12,543.97","22,583.37","2,626.21","112,871,953.91","363,481",10.03,13.12,"17,304.05","7,803","-20,401.74","4,928.43","17,135.71","2,038.06","147,526,866.64","644,350.59",13.13,-299.48,"32,615.40","2,921","18,759.28","-5,589.68","-11,231.73","3,458.50","226,300,885.10","763,715.73",8.11,8.4,"21,194.05","14,736","-19,131.93","3,584.62","15,745.45","4,491.40","58,264,539.01","169,560.19",14.37,17.29,"5,425.24","9,515","-4,463.37","2,303.96","3,065.80","2,110.63","35,424,112.53","440,545.71",16.43,39.71,"6,674.25","7,918","-15,506.99",-464.02,"7,172","1,363.24","138,965,133.55","355,535.18",9.32,9.34,108.28,"2,646","6,873","-17,041.85","12,675.95","1,233.44","332,779,769.72","1,702,259.02",6.87,12.2,"37,600.85","24,404","72,903.97","-36,950.39","-39,678.76",257.63,"33,763,246.11","123,633",8.94,15.5,"4,038.10","3,687","-16,616.22","4,959.11","10,796.86",913.7,"31,315,885.57","60,763",9.96,-16.3,953.49,"3,665","-15,830.46","3,041.77","13,502.70"
2013-07-05,"3,571.13","35,359,244.89","119,910.95",7.24,11.4,"3,749.07","15,735",-904.14,"-6,450.07","6,677.23","2,648.78","113,833,901.84","405,289.12",9.95,13.23,"10,956.98","7,966","-22,380.43","-1,854.47","25,100.35","2,045.76","148,175,426.18","772,582.06",12.84,-300.8,"27,675.30","2,967","-11,584.33","17,598.67","-8,248.25","3,481.25","228,021,495.65","783,284.95",7.87,8.47,"20,568.64","14,861","-42,305.93","-9,380.28","49,731.45","4,493.62","58,279,583.56","115,893.17",14.28,17.29,"6,079.26","9,681","-2,697.30",-31.81,"2,593.47","2,119.88","35,594,905.14","432,055.97",17.54,39.89,"5,813.63","7,982","2,364.61",340.77,"-4,693.23","1,368.17","139,233,285.05","295,877.35",9.28,9.35,"1,050.11","2,643","5,396.55","-18,150.17","12,310.65","1,200.54","324,205,012.66","2,209,324.38",6.54,11.89,"66,955.44","24,341","421,579.59","-145,333.73","-270,115.86",264.21,"34,675,019.48","114,138.88",9.21,15.92,"2,758.48","3,715","-23,078.83","7,239.73","16,299.62",938.41,"32,125,579.80","103,872.14",10.45,-16.72,"3,121.77","3,654","-38,596.23","-5,908.88","44,917.64"
2013-07-08,"3,566.03","35,296,612.67","81,156.18",7.24,11.38,"2,560.26","15,735","-2,242","-2,252.58","4,521.86","2,646.01","113,607,485.85","379,944.25",9.95,13.2,"13,689.37","7,966","-27,430.83","-13,534.56","42,410.18","2,049.83","148,516,129.94","838,791.33",12.84,-301.49,"39,009.50","2,967","-17,674.67","-2,638","16,128.79","3,464.25","226,889,756.13","754,239.71",7.87,8.43,"23,491.62","14,861","-12,815.68","-1,492.34","17,731.30","4,420.54","57,321,271.41","121,630.13",14.28,17.01,"7,571.28","9,681","7,922.90","-3,344.77","-4,222.89","2,075.34","34,872,532.68","362,086.28",17.54,39.09,"7,553.62","7,982","18,680.81","-7,221.68","-11,059.20","1,373.45","139,652,964.83","339,725.39",9.28,9.38,122.97,"2,643","-18,357.88","-5,508.33","25,972.18","1,170.73","316,387,815.93","1,884,367.71",6.54,11.6,"78,956.66","24,341","108,582.29","-159,936.23","44,280.21",260.19,"34,148,988.88","99,455.74",9.21,15.67,"3,735.68","3,715","4,821.65","-5,877.23","1,228.76",928.23,"31,759,267.85","64,818.12",10.45,-16.53,"1,862.28","3,654","-5,549.18",-78.81,"5,375.52"
2013-07-09,"3,575.75","35,361,503.73","106,121.77",7.24,11.4,"4,118.77","15,735","1,208.09",-811.88,-991.59,"2,666.27","114,603,927.45","368,524.38",9.95,13.32,"20,151.39","7,966","-21,453.63","-8,515.60","28,719.03","2,062.09","149,274,696.59","658,170.78",12.84,-303.03,"29,368.38","2,967","-21,522.65","12,460.76","9,652.27","3,491.69","228,677,340.58","792,664.36",7.87,8.49,"32,418.76","14,861","-2,525.01","2,328.48","3,351.35","4,475.84","57,936,301.79","144,522.50",14.28,17.19,"7,560.23","9,681","-12,647.07","1,894.31","10,604.45","2,060.79","34,621,154.18","404,866.25",17.54,38.82,"8,038.99","7,982","6,651.67",-596.11,"-5,325.34","1,383.91","140,765,046.48","258,936.77",9.28,9.46,346.67,"2,643","-13,877.92","-2,721.18","18,278.16","1,184.40","320,203,704.34","1,743,312.69",6.54,11.74,"72,644.16","24,341","10,023.43","-70,560.26","56,571.50",258.88,"33,895,988.33","118,631.42",9.21,15.56,"8,791.68","3,715","3,057.85","-1,100.99","-1,336.73",919.64,"31,513,709.65","43,793.26",10.45,-16.4,"1,721.27","3,654","5,486.94","-3,518.93","-2,216.41"
2013-07-10,"3,549.11","35,138,421.88","100,250.72",7.24,11.33,"4,755.45","15,735","-2,781.43","-5,787.03","8,614.72","2,654.08","113,924,905.83","341,804.65",9.95,13.23,"16,031.20","7,966","6,820.90","-33,758.43","29,165.98","2,046.71","148,222,247.30","586,807.37",12.84,-300.89,"25,811.59","2,967","3,773.55","-7,932.02","3,830.77","3,479.80","227,954,924.33","1,044,994.89",7.87,8.47,"28,890.37","14,861","37,413.10","9,704.88","-43,620.75","4,442.78","57,425,324.31","116,045.94",14.28,17.04,"6,491.05","9,681","1,440.66","-15,756.38","14,390.15","2,055.81","34,539,010.51","348,593.44",17.54,38.74,"6,241.08","7,982","-2,362.49","1,108.05","1,497.96","1,380.55","140,377,465.38","273,915.19",9.28,9.43,492.69,"2,643","-12,402.16","12,556.95","1,412.56","1,182.24","319,698,171.47","1,835,426.50",6.54,11.72,"51,839.28","24,341","30,150.16","-17,831.89","-12,212.82",258.03,"33,830,163.97","100,453.11",9.21,15.53,"4,640.35","3,715","2,266.31","-2,390.01",-509.71,919.18,"31,467,743.99","39,192.21",10.45,-16.38,"2,055.51","3,654","-2,979.09","-1,195.10","4,220.13"
2013-07-11,"3,702.12","36,603,733.80","212,987.27",7.24,11.8,"3,479.95","15,735","-41,321.87","6,271.71","33,775.56","2,740.38","117,668,854.73","550,647.65",9.95,13.67,"13,254.26","7,966","-91,102.62","24,232.94","67,082.34","2,098.31","151,686,275.65","688,527.88",12.84,-307.92,"15,724.50","2,967","-69,921.67","51,711.74","17,344.42","3,542.57","231,969,167.23","906,644.10",7.87,8.62,"26,519.33","14,861","-95,971","102,804.14","-1,765.61","4,532.43","58,594,021.66","162,704.25",14.28,17.38,"9,941.14","9,681","-3,299.55","2,000.37",836.71,"2,088.71","35,112,319.21","287,569.55",17.54,39.39,"4,067.90","7,982","3,986.40",94,"-2,021.56","1,413.34","143,591,556.11","515,099.60",9.28,9.65,713.24,"2,643","-76,230.55","-20,463.31","98,089.28","1,234.95","333,740,597.59","1,947,828.40",6.54,12.24,"83,955.46","24,341","-239,462.08","146,871.48","95,160.07",261.64,"34,343,082.34","115,416.91",9.21,15.76,"4,850.80","3,715","-1,656.93","13,052.90","-12,057.28",935.89,"32,035,682.44","56,383.66",10.45,-16.67,327.41,"3,654","-10,665.85","4,675.04","6,100.90"
2013-07-12,"3,701.95","36,553,633.11","154,646.52",7.66,11.78,"1,438.73","15,391","-5,235.45",-436.37,"6,262.75","2,745.83","117,812,824.99","544,329.18",10.44,13.68,"18,835.08","7,736","-21,585.14","39,064.56","-20,426.85","2,101.01","151,822,236.69","572,414.92",13.49,-308.2,"16,799.22","2,907","-40,588.81","37,968.51","4,868.93","3,467.08","227,697,955.24","1,253,037.61",7.85,8.46,"41,406.79","14,877","89,319.29","-18,967.91","-72,796.92","4,493.84","58,135,927.12","118,910.15",14.53,17.25,"6,773.88","9,443","2,624.54","6,513.59","-10,010.18","2,115.05","35,548,403.93","280,105.75",17.67,39.89,"4,230.70","7,888","-11,085.58","1,398.70","8,973.15","1,412.75","143,549,490.35","291,515.73",9.7,9.64,287.29,"2,545","-16,033.34","-5,474.54","21,416.35","1,236.17","334,155,323.18","1,536,225.56",6.88,12.24,"53,144.46","23,891","-5,958.87","89,816.80","-81,487.67",265.2,"34,827,898.53","161,928.96",9.25,15.99,"4,235.08","3,711","-6,188.39","-1,196.87","8,642.82",943.78,"32,312,778","40,370.71",10.55,-16.82,275.56,"3,627","-9,086.18","9,991.04",-665.46
2013-07-15,"3,726.28","36,785,692.21","115,318.19",7.66,11.86,"1,544.29","15,391","-6,067.50","-3,996.49","10,420.02","2,775.51","119,010,862.17","539,384.16",10.44,13.82,"21,045.57","7,736","-27,439.20","3,392.79","24,558.23","2,116.53","153,014,622.16","593,037.79",13.49,-310.62,"19,394.64","2,907","-20,375.79","21,270.17",-451.37,"3,477.38","228,024,633.83","992,949.63",7.85,8.47,"26,621.93","14,877","12,181.70","13,823.93","-21,437.89","4,502.75","58,138,870.92","127,251.54",14.53,17.25,"8,294.46","9,443","4,758.55",-858.98,"-4,365.69","2,120.56","35,626,759.93","335,979.35",17.67,39.92,"5,499.68","7,888","2,643.22","-10,309.01","4,140.47","1,407.95","143,019,651.52","254,470.85",9.7,9.61,113.01,"2,545","15,559.98","-20,451.47","6,061.23","1,238.24","334,771,567.33","1,618,137.12",6.88,12.26,"34,744.47","23,891","-19,006.65","70,785.65","-51,598.48",261.46,"34,364,095.90","150,882.20",9.25,15.77,"6,752.81","3,711","16,635.48","9,205.38","-25,829.29",948.19,"32,421,879.24","63,197.17",10.55,-16.88,958.19,"3,627","-11,019.40","6,770.54","4,111.84"
2013-07-16,"3,703.34","36,562,065.27","112,796.31",7.66,11.78,"2,166.49","15,391","3,078.22","-3,642.58",-85.81,"2,772.44","118,830,178.93","601,463.16",10.44,13.8,"19,775.57","7,736","-13,816.56","12,725.96",-435.31,"2,110.16","152,741,624.31","590,155.76",13.49,-310.07,"27,578.21","2,907","4,048.25","-11,961.49","8,745.30","3,469.89","227,530,517.29","889,887.49",7.85,8.45,"22,960.19","14,877","-2,685.90","25,684.07","-27,029.72","4,459.32","57,659,282.74","132,905.47",14.53,17.11,"16,396.33","9,443","11,820.38","-9,041.70","-1,904.36","2,132.78","35,888,969.77","282,287.41",17.67,40.22,"4,731.99","7,888","-20,796.50","8,101.51","13,761.22","1,407.89","142,989,330.54","293,864.08",9.7,9.61,482.03,"2,545","-10,032.58","-6,783.17","16,747.90","1,231.71","333,009,911.54","1,728,584.40",6.88,12.2,"49,683.73","23,891","48,944.99","26,441.54","-68,227.89",261.31,"34,370,566.26","114,718.31",9.25,15.78,"7,768.19","3,711","11,640.17","8,848.13","-21,644.30",940.18,"32,193,613.48","40,579.89",10.55,-16.76,"1,329.42","3,627","1,128.60","3,134.07","-4,364.41"
2013-07-17,"3,722.50","36,743,101.77","114,725.31",7.66,11.84,"3,966.45","15,391","-14,321.23",-788.19,"13,968.28","2,788.11","119,526,582.68","515,975.55",10.44,13.88,"19,708.57","7,736","-46,113.86","39,582.19","4,272.93","2,132.31","154,290,657.64","762,175.99",13.49,-313.21,"34,344.20","2,907","-61,231.63","-8,309.44","65,768.33","3,529.28","231,194,038.18","1,112,332.68",7.85,8.58,"19,428.33","14,877","-130,273.30","68,180.46","68,472.56","4,478.18","58,007,948.41","170,929.01",14.53,17.21,"10,289.87","9,443","-17,542.88","-2,580.77","22,121.79","2,164.96","36,410,293.20","410,246.75",17.67,40.81,"5,872.19","7,888","-11,472.52","1,509.81","14,905.10","1,418.07","144,281,246.19","525,485.24",9.7,9.69,855.04,"2,545","-27,279.48","1,301.29","30,085.32","1,247.04","337,181,965.52","1,955,151.85",6.88,12.35,"40,016.53","23,891","-82,906.46","20,534.40","59,751.64",262.52,"34,640,660.26","236,564.94",9.25,15.9,"3,167.25","3,711","33,357.81","12,674.52","-43,465.83",951.76,"32,546,168.32","75,566.56",10.55,-16.94,657.56,"3,627","-15,680.67","7,191.63","9,084.37"
2013-07-18,"3,725.60","36,805,605.78","90,291.69",7.66,11.86,"1,543.83","15,391","-2,226.43","-6,455.73","9,380.21","2,771.69","118,807,262.46","397,069.36",10.44,13.8,"13,877.16","7,736","11,259.30","-14,667.85","1,351.69","2,117.86","153,237,081.87","569,767.82",13.49,-311.07,"26,601.63","2,907","24,180.28","-24,092.69",-783.68,"3,533.03","232,809,011.34","1,034,057.02",7.85,8.64,"18,829.49","14,877","-27,785.54","17,455.50","10,815.27","4,444.74","57,681,244.29","158,608.06",14.53,17.11,"3,512.14","9,443","8,039.95","-8,528.48",690.21,"2,174.57","36,608,645.75","346,007.05",17.67,40.96,"3,589.87","7,888","-7,702.33",296.31,"8,144.71","1,400.34","142,495,718.28","340,856.98",9.7,9.59,"1,164.34","2,545","30,323.15","-35,151.18","6,083.14","1,231.17","333,045,734.48","1,914,137.40",6.88,12.2,"41,897.64","23,891","123,543.69","-63,767.60","-55,182.58",265.1,"34,953,484.85","170,206.56",9.25,16.04,"7,390.66","3,711","-15,773.88","-2,583.95","18,990.80",973.9,"33,208,508.30","117,440.46",10.55,-17.28,719.22,"3,627","-29,986.66","21,421.75","8,532.31"
2013-07-19,"3,741.15","36,993,938.29","112,585.76",7.79,11.92,"1,919.23","15,313","-9,329.19","-5,390.76","14,774.96","2,777.12","119,161,187.87","626,364.25",10.64,13.84,"20,555.10","7,618","-15,361.38","-20,481.25","27,919.03","2,123.69","153,655,557.17","631,552.49",14.1,-311.92,"20,250.79","2,813","-22,609.44","-4,400.83","25,801.32","3,548.87","233,861,215.22","979,092.59",8,8.68,"22,237.73","14,895","-104,330.06","62,241.24","36,507.18","4,446.76","57,649,811.86","123,937.85",14.59,17.1,"7,394.92","9,317","6,894.85","-10,080.71","3,283.73","2,191.90","36,872,776","286,212.20",18.05,41.27,"2,737.65","7,218","-23,338.18","4,159.51","18,703.09","1,400.28","142,324,918.28","272,145.08",9.76,9.57,426.39,"2,528","-3,243.96","-14,697.95","19,779.20","1,214.82","328,234,302.64","2,011,438.84",6.79,12.02,"58,340.66","23,624","223,548.34","-129,530.47","-92,140.86",265.31,"34,901,640.52","123,299.87",9.27,16.02,545.49,"3,711","-16,445.45",993.83,"14,726.01",973.28,"33,206,660.61","58,321.95",11.22,-17.28,320.74,"3,517","-10,197.02","-2,657.40","12,059.34"
2013-07-22,"3,775.37","37,333,232.78","105,527.14",7.79,12.03,"1,261.73","15,313","-11,893.63","-3,333.66","18,400.99","2,813.80","120,896,241.45","614,305.31",10.64,14.04,"11,039.25","7,618","-77,453.51","29,009.25","50,118.77","2,172.63","156,932,577.99","1,139,251.51",14.1,-318.57,"34,970.40","2,813","-115,729.48","17,944.38","103,795.79","3,541.65","233,330,254.38","834,373.67",8,8.66,"19,569.78","14,895","-8,570.92","28,195.11","-18,702.71","4,432.08","57,494,483.67","131,550.41",14.59,17.06,"7,882.68","9,317","7,994.84","-14,100.89","5,583.21","2,229.53","37,502,870.13","409,643.62",18.05,41.98,"5,726.17","7,218","-26,153.80","8,488.71","17,967.99","1,400.55","142,323,680.64","249,824.73",9.76,9.57,436.53,"2,528","-16,926.50","-21,601.92","39,295.86","1,212.15","327,531,893.25","1,525,577.91",6.79,11.99,"51,693.82","23,624","110,131.94","-16,716.79","-88,959.79",264.7,"34,828,501.32","80,193.38",9.27,15.99,"1,127.36","3,711",164.65,"-1,926.43","2,553.28",983.93,"33,651,809.56","78,794.83",11.22,-17.52,807.22,"3,517","-18,475.35","5,790.24","12,291.53"
2013-07-23,"3,773.25","37,369,670.59","113,178.79",7.79,12.04,"2,202.40","15,313",746.21,"-2,228.56",707.3,"2,855.62","122,572,606.09","809,846.14",10.64,14.24,"20,331.08","7,618","-72,841.95","21,147.40","54,673.46","2,186.93","157,958,080.48","966,303.34",14.1,-320.66,"47,538.66","2,813","-65,701.22","18,238.96","49,750.22","3,549.18","233,925,276.22","1,037,158.96",8,8.69,"19,199.35","14,895","50,784.26","123,002.64","-172,045.28","4,485.99","58,165,255.72","155,029.91",14.59,17.26,"11,394.76","9,317","-2,718.04",-322.81,"2,613.79","2,226.51","37,454,261.33","321,724.48",18.05,41.93,"8,421.54","7,218","-6,339.19","4,634.04",693.98,"1,433.32","145,246,609.20","466,962.55",9.76,9.77,558.75,"2,528","-78,136.82","17,223.24","65,781.66","1,235.98","333,875,474.62","1,797,267.40",6.79,12.23,"76,690.46","23,624","-124,300.90","129,473.31","-2,225.18",265.91,"34,973,393.85","114,472.93",9.27,16.05,"2,727.56","3,711","-12,791.61","7,225.05","6,289.26",989.16,"33,847,578.06","64,688.58",11.22,-17.62,"1,547.52","3,517","-10,126.19","4,901.01","5,202.41"
2013-07-24,"3,763.61","37,251,476.51","76,772.89",7.79,12.01,900.04,"15,313","7,108.03","-2,517.38","-4,644.50","2,884.03","123,655,562.15","587,318.10",10.64,14.36,"13,459.37","7,618","-47,455.73","-2,616.88","50,410.30","2,207.92","159,544,564.79","876,978.85",14.1,-323.88,"33,360.54","2,813","-36,890.37","10,996.66","26,948.95","3,559.37","234,583,387.93","912,489.19",8,8.71,"19,491.03","14,895","-17,883.07","79,229.06","-60,142","4,504.52","58,440,190.35","155,650.01",14.59,17.34,"5,809.29","9,317","-1,834.84","5,544.57","-3,970.37","2,216.45","37,311,782.03","268,259.18",18.05,41.78,"4,719.43","7,218","-2,846.76","6,356.59","-3,482.31","1,432.99","145,161,070.46","255,617.28",9.76,9.76,209.21,"2,528","-13,260.59","10,288.26","5,832.71","1,243.78","336,038,905.31","1,769,103.30",6.79,12.31,"41,743.20","23,624","-96,185.17","78,470.77","18,611.03",263.45,"34,628,674.09","85,605.47",9.27,15.89,"3,342.50","3,711","9,247.64","-4,093.23","-3,955.96",988.55,"33,972,637.16","178,507.83",11.22,-17.77,"1,307.87","3,517","-7,529.80","15,420.40","-5,955.91"
2013-07-25,"3,761.48","37,236,241.26","88,293.93",7.79,12,713.88,"15,313","-2,161.82","-1,205.45","1,530.26","2,887.15","123,904,068.27","592,993.99",10.64,14.39,"13,859.81","7,618","-61,343.57","28,716.02","33,986.48","2,200.99","159,141,564.97","1,146,139.95",14.1,-323.06,"25,510.61","2,813","2,963.11","1,969.53","-2,668.75","3,551.74","233,906,591.73","947,426.98",8,8.68,"25,761.60","14,895","-5,110.11","24,517.91","-16,576.40","4,520.93","58,602,335.66","145,210.38",14.59,17.39,"9,241.65","9,317",-19.8,"1,103.46","-1,213.86","2,204.17","37,148,293.85","302,792.76",18.05,41.61,"4,321.23","7,218","-7,854.54","5,265.82",946.23,"1,426.93","144,591,128.20","227,755.29",9.76,9.73,847.92,"2,528","-2,999.25","-3,269.23","5,694.50","1,242.47","335,544,557.03","1,867,753.06",6.79,12.29,"65,004.44","23,624","18,827.88","76,309.30","-90,371.23",266.83,"35,074,632.94","82,206.56",9.27,16.1,"3,231.59","3,711","-7,813.18","10,713.61","-3,650.62",977.73,"33,648,740.20","181,443.09",11.22,-17.6,"2,663.90","3,517","9,058.52","3,905.76","-8,805.20"
2013-07-26,"3,826.93","37,839,961.59","169,029",7.91,12.2,"1,428.71","15,442","-13,398.43","-14,321.51","29,733.35","2,894.90","124,240,121.65","571,358.17",11.34,14.43,"27,904.15","7,495","-61,843.13","23,155.73","36,332.62","2,207","159,523,897.87","991,049.53",14.8,-323.83,"47,367.99","2,800","-55,651.69","39,628.37","16,657.23","3,578.48","235,558,911.81","900,248.89",8.01,8.75,"22,457.20","14,959","-85,126.82","59,845.43","24,043.66","4,528.18","58,721,277.08","130,864.94",14.9,17.42,"18,080.74","9,289",-945.81,"12,776.42","-11,204.05","2,224.05","37,472,520.96","285,238.26",18.51,41.95,"5,617.16","7,151","-12,447.62","9,762.63","4,558.96","1,425.62","144,567,633.55","181,728.75",9.99,9.73,170.02,"2,485","-5,024.49","6,411.92",-818.92,"1,237.82","334,290,103.36","1,954,922.71",6.9,12.24,"65,976.42","23,760","100,937.73","97,889.48","-194,580.39",264.91,"34,786,452.90","71,289.30",9.22,15.97,"1,430.10","3,714","1,283.21","-3,271.97","1,800.69",964.8,"33,250,298.17","126,551.47",11.41,-17.4,"2,842.20","3,448","8,722.67",-212.37,"-9,023.39"
